name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state,isInternational,weight_group,height_group
Nathan Bird,Queens University of Charlotte,Freshman,Forward,,,,,,False,,
Egor Zakharov,Queens University of Charlotte,Freshman,Forward,,,,,,False,,
Joseph Van Straten,Queens University of Charlotte,Freshman,Midfielder,,,,,,False,,
Karl Netzell,Quinnipiac University,Junior,Goalkeeper,6'1,183,Norra Real,Stockholm,Sweden,True,170-199,6'0-6'6
João Pinto,Quinnipiac University,Junior,Defender,6'3,,Nobel Internacional School of the Algarve,Faro,Portugal,True,,6'0-6'6
Fynn Ost,Quinnipiac University,Freshman,Defender,6'1,,Raichberg Gymnasium Ebersbach,Ebersbach,Germany,True,,6'0-6'6
Pol Mesalles,Quinnipiac University,Senior,Forward,5'7,,Atletico Monzon,Lleida,Spain,True,,5'7-5'3
Luke Schierenbeck,Quinnipiac University,Junior,Defender,6'3,165,KGS Leeste,Weyhe,Germany,True,150-169,6'0-6'6
Sivert Ryssdalsnes,Quinnipiac University,Freshman,Midfielder,6'3,,Asker,Asker,Norway,True,,6'0-6'6
Terrance Wilder Jr.,Quinnipiac University,Graduate Student,Defender,5'8,150,Saint Thomas Aquinas,Miami,(FL) - Florida,False,150-169,5'8-5'11
Noe Cabezas,Quinnipiac University,Senior,Midfielder,5'9,155,Angoulême CFC,Cannes,France,True,150-169,5'8-5'11
Joey Saputo Jr.,Quinnipiac University,Junior,Forward,5'10,160,,Montreal,Quebec,True,150-169,5'8-5'11
Filip Kangeman,Quinnipiac University,Senior,Midfielder,5'9,145,Aspero Idrottsgymnasium,Karlskrona,Sweden,True,130-149,5'8-5'11
Alex Miller,Quinnipiac University,Junior,Midfielder,5'9,150,Leominster High School,Leominster,(MA) - Massachusetts,False,150-169,5'8-5'11
Matthew Pisani,Quinnipiac University,Senior,Goalkeeper,6'3,195,Cheshire,Cheshire,(CT) - Connecticut,False,170-199,6'0-6'6
Jacob Garrigues,Quinnipiac University,Sophomore,Defender / Midfielder,6'0,160,ASU Preparatory Academy,Concord,(NH) - New Hampshire,False,150-169,6'0-6'6
Juan Hernandez,Quinnipiac University,Freshman,Forward,5'8,,Bullard-Havens,Bridgeport,(CT) - Connecticut,False,,5'8-5'11
Erik Langwagen,Quinnipiac University,Junior,Defender,6'0,158,Celsiusskolan,Uppsala,Sweden,True,150-169,6'0-6'6
William Holum,Quinnipiac University,Freshman,Forward,6'1,,Fredrikstad,Fredrikstad,Norway,True,,6'0-6'6
Francisco Ferreira,Quinnipiac University,Sophomore,Midfielder,5'10,,Escola Augusto Cabrita,Barreiro,Portugal,True,,5'8-5'11
Andrew Monteserin,Quinnipiac University,Freshman,Forward,5'11,,South Windsor,South Windsor,(CT) - Connecticut,False,,5'8-5'11
Simon Bakken,Quinnipiac University,Junior,Forward,5'7,150,Wang Vidregaaende,Lillestrøm,Norway,True,150-169,5'7-5'3
Drew Seguro,Quinnipiac University,Senior,Midfielder,5'8,150,Hall,West Hartford,(CT) - Connecticut,False,150-169,5'8-5'11
Gustaf Rosengren,Quinnipiac University,Junior,Defender,5'9,155,Skvaderns Gymnasieskola,Stockholm,Sweden,True,150-169,5'8-5'11
Emilio Balderrama,Quinnipiac University,Sophomore,Goalkeeper,6'0,,Norwalk High School,Fairfield,(CT) - Connecticut,False,,6'0-6'6
Benjamin Telle,Quinnipiac University,Sophomore,Forward,6'0,,VSG Altglienicke,Berlin,Germany,True,,6'0-6'6
Ramesh Delsouz,Quinnipiac University,Junior,Forward,5'8,160,Hillerod Handelsgymnasium,Helsingør,Denmark,True,150-169,5'8-5'11
Fredrik Moen,Quinnipiac University,Freshman,Midfielder,5'7,,Sarpsborg 08 II,,,False,,5'7-5'3
Kevin Clarke,Quinnipiac University,Junior,Midfielder,5'10,158,Glastonbury High School,Glastonbury,(CT) - Connecticut,False,150-169,5'8-5'11
Nickolas Cardona,Quinnipiac University,Junior,Goalkeeper,6'1,175,TEC Connections Academy,Roxbury,(MA) - Massachusetts,False,170-199,6'0-6'6
Sam Hayden,Quinnipiac University,Freshman,,,,,Cheshire,(CT) - Connecticut,False,,
Felix Davies,Radford University,Redshirt Senior,Goalkeeper,6'2,,,Basingstoke,,False,,6'0-6'6
Kevin Habibelahy,Radford University,Senior,Midfielder,6'0,155,,Sterling,,False,150-169,6'0-6'6
Tyler Pulik,Radford University,Senior,Defender,6'0,170,Eleanor Roosevelt,Beltsville,(MD) - Maryland,False,170-199,6'0-6'6
Donovan McClellan,Radford University,Senior,Defender,6'0,165,Westminster,Portland,(OR) - Oregon,False,150-169,6'0-6'6
Sadock Kilosho,Radford University,Senior,Defender / Midfielder,5'7,145,,Kinshasa,Democratic Republic of the Congo,True,130-149,5'7-5'3
Leon Masudi,Radford University,Senior,Midfielder,5'5,135,Patrick Henry,Roanoke,,False,130-149,5'7-5'3
Sam Amyx,Radford University,Sophomore,Defender,5'11,160,Lyman HS,Orlando,(FL) - Florida,False,150-169,5'8-5'11
Carson Danner,Radford University,Sophomore,Defender,6'2,180,Great Bridge HS,Chesapeake,,False,170-199,6'0-6'6
Dax Booth,Radford University,Sophomore,Midfielder,5'10,150,Cox HS,Virginia Beach,,False,150-169,5'8-5'11
Devin Conway,Radford University,Sophomore,Midfielder / Forward,6'0,155,Mount Olive HS,Mount Olive,(NJ) - New Jersey,False,150-169,6'0-6'6
Bryceland Peacock,Radford University,Senior,Goalkeeper,6'1,195,Skyline,Front Royal,,False,170-199,6'0-6'6
Ben Collins,Rider University,Senior,Goalkeeper,6'3,191,Wellington College,Wellington,New Zealand,True,170-199,6'0-6'6
Ryan Vaubel,Rider University,Junior,Defender,5'10,160,Middletown North,Middletown,(NJ) - New Jersey,False,150-169,5'8-5'11
Leo Arndt,Rider University,Sophomore,Defender,6'2,187,Lore Lorentz College,Dusseldorf,Germany,True,170-199,6'0-6'6
Ezra Punselie,Rider University,Sophomore,Midfielder,5'11,160,Zaanlands Lyceum,Nieuw-Vennep,Netherlands,True,150-169,5'8-5'11
Theo Da Silva,Rider University,Senior,Midfielder,5'10,150,University of Rio Grande,Sao Paulo,Brazil,True,150-169,5'8-5'11
William Baker,Rider University,Senior,Midfielder,6'1,165,The Calhoun School,New York,(NY) - New York,False,150-169,6'0-6'6
Sebastian Suber,Rider University,Senior,Defender,5'11,168,O'Dea,Kirkland,(WA) - Washington,False,150-169,5'8-5'11
Ethan Gregory,Rider University,Senior,Forward,6'1,165,Oakton,Oakton,,False,150-169,6'0-6'6
Mateo Rodriguez Cortina,Rider University,Graduate Student,Defender,6'1,180,Northwood School,Mexico City,Mexico,True,170-199,6'0-6'6
Patryk Rojek,Rider University,Junior,Forward,6'0,180,Upper Merion,King of Prussia,(PA) - Pennsylvania,False,170-199,6'0-6'6
Daniel Gonzalez,Rider University,Junior,Midfielder,5'11,175,Atlantic Institute of Technology,Egg Harbor Township,(NJ) - New Jersey,False,170-199,5'8-5'11
Max Schrader,Rider University,Sophomore,Defender,6'1,150,Scholar Athletes Leadership Academy,Cherry Hill,(NJ) - New Jersey,False,150-169,6'0-6'6
Lukas Kuca,Rider University,Sophomore,Midfielder,6'0,150,Novy PORG,Prague,Czech Republic,True,150-169,6'0-6'6
Drew Heil,Rider University,Freshman,Midfielder,5'10,160,Washington Township,Sewell,(NJ) - New Jersey,False,150-169,5'8-5'11
Luke Kirilenko,Rider University,Senior,Midfielder,5'9,155,Impington International College,McKinney,(TX) - Texas,False,150-169,5'8-5'11
Grant Hampton,Rider University,Graduate Student,Defender / Midfielder,5'7,155,Islands High School,Savannah,(GA) - Georgia,False,150-169,5'7-5'3
Christian Graham,Rider University,Senior,Defender,6'0,174,Shattuck St. Mary's,Goshen,(NY) - New York,False,170-199,6'0-6'6
Giancarlo Acosta,Robert Morris University – Pennsylvania,Sophomore,Goalkeeper,6'0,170,,Bernardsville,(NJ) - New Jersey,False,170-199,6'0-6'6
Josh Lane,Robert Morris University – Pennsylvania,Sophomore,Goalkeeper,6'2,172,,Leicester,,False,170-199,6'0-6'6
Darren Gray,Robert Morris University – Pennsylvania,Graduate Student,Defender,6'1,170,,Hawthorn Woods,(IL) - Illinois,False,170-199,6'0-6'6
Connor Hain,Robert Morris University – Pennsylvania,Senior,Midfielder,5'9,150,,North Royalton,(OH) - Ohio,False,150-169,5'8-5'11
Fabian Overkamp,Robert Morris University – Pennsylvania,Junior,Defender,6'2,175,,Konigswinter,Germany,True,170-199,6'0-6'6
William Dodzi Afawubo,Robert Morris University – Pennsylvania,Junior,Defender,6'0,160,,Accra,Ghana,True,150-169,6'0-6'6
Mats Bramer,Robert Morris University – Pennsylvania,Sophomore,Defender,6'0,182,,Dortmund,Germany,True,170-199,6'0-6'6
Chase Gilley,Robert Morris University – Pennsylvania,Graduate Student,Forward,5'10,150,,Denver,(NC) - North Carolina,False,150-169,5'8-5'11
Gabe Norris,Robert Morris University – Pennsylvania,Senior,Midfielder,6'1,170,,Natrona Heights,(PA) - Pennsylvania,False,170-199,6'0-6'6
John Paul Mbuthia,Robert Morris University – Pennsylvania,Senior,,6'0,155,,Mooresville,(NC) - North Carolina,False,150-169,6'0-6'6
Anass Hadran,Robert Morris University – Pennsylvania,Junior,Midfielder,5'7,150,,Beni Mallai,Morocco,True,150-169,5'7-5'3
Logan Gilley,Robert Morris University – Pennsylvania,Graduate Student,Forward,5'11,150,,Denver,(NC) - North Carolina,False,150-169,5'8-5'11
Wil Hornbaker,Robert Morris University – Pennsylvania,Sophomore,Defender,5'11,165,,Columbus,(OH) - Ohio,False,150-169,5'8-5'11
Tayshaun Reid,Robert Morris University – Pennsylvania,Sophomore,Defender,6'2,200,,Jacksonville,(FL) - Florida,False,Above 200,6'0-6'6
Chase Alexandre,Robert Morris University – Pennsylvania,Sophomore,Midfielder,6'1,185,,Brighton,(NY) - New York,False,170-199,6'0-6'6
Kyler Miller,Robert Morris University – Pennsylvania,Sophomore,,5'10,160,,Irwin,(PA) - Pennsylvania,False,150-169,5'8-5'11
Kai McLoughlin,Robert Morris University – Pennsylvania,Senior,,5'9,150,,Sydney,Australia,True,150-169,5'8-5'11
Victor Koah,Robert Morris University – Pennsylvania,Junior,Defender / Midfielder,6'0,165,,Thornton Heath,,False,150-169,6'0-6'6
Stanley Kinch,Robert Morris University – Pennsylvania,Freshman,Defender,6'0,155,,Colorado Springs,(CO) - Colorado,False,150-169,6'0-6'6
Danley Felix,Robert Morris University – Pennsylvania,Freshman,Defender,6'0,160,,Montreal,Quebec,True,150-169,6'0-6'6
Lucas Barsoee,Robert Morris University – Pennsylvania,Freshman,Midfielder,6'1,176,,Roskilde,Norway,True,170-199,6'0-6'6
Pedro Amadou,Robert Morris University – Pennsylvania,Freshman,Forward,6'2,187,,Fontenay Sous Bois,France,True,170-199,6'0-6'6
Tim Koczulap,Robert Morris University – Pennsylvania,Sophomore,Defender,6'0,163,,Berlin,Germany,True,150-169,6'0-6'6
Kosi Udeh,Robert Morris University – Pennsylvania,Junior,Forward,6'0,170,,Birmingham,(AL) - Alabama,False,170-199,6'0-6'6
Kieran Gorgenyi,Robert Morris University – Pennsylvania,Sophomore,Goalkeeper,5'11,155,,North Reading,(MA) - Massachusetts,False,150-169,5'8-5'11
Victor Thompson,Robert Morris University – Pennsylvania,Junior,Defender,6'4,180,,George Town,Cayman Islands,True,170-199,6'0-6'6
Christopher Lewis,Robert Morris University – Pennsylvania,Freshman,Goalkeeper,6'3,190,,Dallas,(TX) - Texas,False,170-199,6'0-6'6
Ciaran Dalton,Rutgers University,Senior,Goalkeeper,6'2,180,Pearl River,Pearl River,(NY) - New York,False,170-199,6'0-6'6
Sawyer Koza,Rutgers University,Senior,Defender,5'8,165,Council Rock North,Newtown,(PA) - Pennsylvania,False,150-169,5'8-5'11
Devon  Stopek,Rutgers University,Junior,Defender,6'1,160,YSC Academy,Cherry Hill,(NJ) - New Jersey,False,150-169,6'0-6'6
Nick Collins,Rutgers University,Junior,Defender,6'4,190,Gill St. Bernard's,Mount Olive,(NJ) - New Jersey,False,170-199,6'0-6'6
Arnar  Adalsteinsson,Rutgers University,Sophomore,Defender,6'3,190,Fjölbrautaskólinn í Garðabæ,Kopavogur,Iceland,True,170-199,6'0-6'6
Scott Godden,Rutgers University,Sophomore,Defender,5'11,160,Queen Elizabeth Grammar School,Leeds,,False,150-169,5'8-5'11
Timo Jansen,Rutgers University,Senior,Midfielder,5'8,145,School van de Toekomst,Amsterdam,Netherlands,True,130-149,5'8-5'11
Cole Cruthers,Rutgers University,Senior,Midfielder,5'8,140,Lake Oswego,Portland,(OR) - Oregon,False,130-149,5'8-5'11
Andrew Kitch,Rutgers University,Junior,Forward,6'4,210,Shawnee,Medford,(NJ) - New Jersey,False,Above 200,6'0-6'6
Joschi Schelb,Rutgers University,Junior,Midfielder,6'0,,Angell,Freiburg,Germany,True,,6'0-6'6
Camron Boumsong,Rutgers University,Junior,Defender,6'3,160,Bridgton Academy,Paris,France,True,150-169,6'0-6'6
Lenny Aviles,Rutgers University,Sophomore,Midfielder / Forward,5'10,170,Notre Dame HS,East Windsor,(NJ) - New Jersey,False,170-199,5'8-5'11
Thomas Angelone,Rutgers University,Sophomore,Midfielder,5'11,175,Buckingham Browne & Nichols,Boston,(MA) - Massachusetts,False,170-199,5'8-5'11
Jude Essuman,Rutgers University,Freshman,Midfielder,5'8,160,Woodstock Academy,Takoradi,Ghana,True,150-169,5'8-5'11
Dylan  Carlson,Rutgers University,Sophomore,Midfielder,5'10,160,Saint John Vianney,Sayreville,(NJ) - New Jersey,False,150-169,5'8-5'11
Nestor Cabrera,Rutgers University,Senior,Midfielder,5'10,180,Bridgewater-Raritan,Raritan,(NJ) - New Jersey,False,170-199,5'8-5'11
Francesco  Di Ponzio,Rutgers University,Junior,Midfielder,5'8,140,Indian Hills,Oakland,(NJ) - New Jersey,False,130-149,5'8-5'11
Matty Lynch,Rutgers University,Sophomore,Forward,5'11,165,The Pennington School,Chesterfield,(NJ) - New Jersey,False,150-169,5'8-5'11
Cedric Lemaire,Rutgers University,Freshman,Defender,6'0,165,Northwood School,Williamstown,(MA) - Massachusetts,False,150-169,6'0-6'6
Erick  Ruiz,Rutgers University,Junior,Defender,5'8,145,Bloomfield,Bloomfield,(NJ) - New Jersey,False,130-149,5'8-5'11
Jack Andrus,Rutgers University,Freshman,Defender,6'0,160,YSC Academy,Fallston,(MD) - Maryland,False,150-169,6'0-6'6
Graham Kois,Rutgers University,Sophomore,Goalkeeper,6'0,180,Fanwood,Scotch Plains,(NJ) - New Jersey,False,170-199,6'0-6'6
Luca Marinelli,Sacred Heart University,Junior,Goalkeeper,6'1,,Joseph A. Foran High School,Milford,(CT) - Connecticut,False,,6'0-6'6
Logan Guzik,Sacred Heart University,Freshman,Goalkeeper,6'1,,Patchogue-Medford,Medford,(NY) - New York,False,,6'0-6'6
Andrew Hammersley,Sacred Heart University,Graduate Student,Goalkeeper,6'5,,Chaminade,Garden City,(NY) - New York,False,,6'0-6'6
Asa Moskowitz,Sacred Heart University,Junior,Midfielder / Forward,5'10,,Loomis Chaffee,Waterbury Center,(VT) - Vermont,False,,5'8-5'11
Matthias  Dick,Sacred Heart University,Junior,Defender,5'10,,Montfort-Gymnasium Tettnang,Tettnang,Germany,True,,5'8-5'11
Pablo Alcoba,Sacred Heart University,Graduate Student,Midfielder,6'1,,Las Rozas CF,Las Rozas,Spain,True,,6'0-6'6
Koke Gracia Martinez,Sacred Heart University,Junior,Defender / Midfielder,6'1,,Colegio Marianistas de Zaragoza,Zaragoza,Spain,True,,6'0-6'6
David Garcia Gallego,Sacred Heart University,Junior,Midfielder,5'9,,Universidad de Leon,Leon,Spain,True,,5'8-5'11
Will Pearce,Sacred Heart University,Graduate Student,Defender,6'1,,Hills United,Castle Hill,Australia,True,,6'0-6'6
Ivan Morcillo,Sacred Heart University,Freshman,Forward,,,Rayo Vallecano,Arroyomolinos,Spain,True,,
Aidan Borra,Sacred Heart University,Graduate Student,Midfielder,5'7,,Syosset,Syosset,(NY) - New York,False,,5'7-5'3
Alex Almuzara,Sacred Heart University,Sophomore,Forward,5'9,,St. Michael's School,Madrid,Spain,True,,5'8-5'11
Eli Stein,Sacred Heart University,Freshman,Forward,5'7,,Ledyard,Gales Ferry,(CT) - Connecticut,False,,5'7-5'3
Brady Poor,Sacred Heart University,Freshman,Forward,6'1,,Concord Carlisle,Concord,(MA) - Massachusetts,False,,6'0-6'6
Ivan Marques,Sacred Heart University,Freshman,Midfielder,5'9,,Alboraya UD,Valencia,Spain,True,,5'8-5'11
Aidan Hawk,Sacred Heart University,Freshman,Defender,6'0,,American,Palmer,(MA) - Massachusetts,False,,6'0-6'6
Shahan Rad,Sacred Heart University,Freshman,Midfielder,5'9,,Don Bosco Prep,Edgewater,(NJ) - New Jersey,False,,5'8-5'11
Javier Lopez Cayuela,Sacred Heart University,Junior,Midfielder / Forward,6'2,,Colegio Narval,Cartagena,Spain,True,,6'0-6'6
Luca Mulhare,Sacred Heart University,Freshman,Midfielder,5'10,,West Lake,Thornwood,(NY) - New York,False,,5'8-5'11
Nick  Kirby,Sacred Heart University,Senior,Defender,5'9,,Nutley,Nutley,(NJ) - New Jersey,False,,5'8-5'11
JP Nunes,Sacred Heart University,Senior,Defender,6'0,,Escola Americana de Campinas,Campinas,Brazil,True,,6'0-6'6
Zach  Lorenz,Sacred Heart University,Junior,Forward,6'0,,Franklin Regional/Woodstock Academy,Murrysville,(PA) - Pennsylvania,False,,6'0-6'6
Ivan Breki Sigurdsson,Sacred Heart University,Freshman,Defender,5'10,,Selfoss Fótbolti,Hvolsvollur,Iceland,True,,5'8-5'11
Sam McCann,Sacred Heart University,Junior,Forward,5'10,,Academy of Information Technology and Engineering,Stamford,(CT) - Connecticut,False,,5'8-5'11
Alejo Woelper,Sacred Heart University,Sophomore,Midfielder,6'0,,Brooks School,Harvard,(MA) - Massachusetts,False,,6'0-6'6
Anthony Nielsen,Sacred Heart University,Sophomore,Midfielder,5'10,,St. Anthony's,Malverne,(NY) - New York,False,,5'8-5'11
Nicholas Keating,Sacred Heart University,Sophomore,Defender,6'3,,Howell,Freehold,(NJ) - New Jersey,False,,6'0-6'6
Gianluca Lanzilli,Sacred Heart University,Sophomore,Midfielder / Forward,5'10,,Williston Northampton School,Guatemala City,Guatemala,True,,5'8-5'11
Nicholas Lolos,Sacred Heart University,Sophomore,Goalkeeper,6'5,,St. Benedict's Preparatory School,Newark,(NJ) - New Jersey,False,,6'0-6'6
Ryan Moroney,Saint Joseph's University,Sophomore,Goalkeeper,6'0,,Sterling,Blackwood,(NJ) - New Jersey,False,,6'0-6'6
Carter Fitzgerald,Saint Joseph's University,Sophomore,Goalkeeper,6'4,,Central Dauphin,Harrisburg,(PA) - Pennsylvania,False,,6'0-6'6
Lars Haavie,Saint Joseph's University,Senior,Goalkeeper,6'6,,Sandefjord Videregaende,Sandefjord,Norway,True,,6'6+
Brandon Barrett,Saint Joseph's University,Senior,Defender,6'2,,Shenendehowa,Clifton Park,(NY) - New York,False,,6'0-6'6
Jökull Sveinsson,Saint Joseph's University,Freshman,Defender,6'4,,Commercial School of Iceland,Garðabær,Iceland,True,,6'0-6'6
Eishu Nishizono,Saint Joseph's University,Junior,Defender,5'8,,Tsurumaru,Kagoshima,Japan,True,,5'8-5'11
Daniel Zivkovic,Saint Joseph's University,Sophomore,Forward,5'8,,Woodvale Secondary College,Perth,Australia,True,,5'8-5'11
Truls Brændvang,Saint Joseph's University,Senior,Midfielder,5'10,,Valle Hovin VGS,Oslo,Norway,True,,5'8-5'11
Blake Driehuis,Saint Joseph's University,Senior,Forward,6'0,,Scots College,Alexandra,New Zealand,True,,6'0-6'6
Patrick Vani,Saint Joseph's University,Sophomore,Forward,6'0,,Bishop Allen Academy,Toronto,Ontario,True,,6'0-6'6
Luke Johnson,Saint Joseph's University,Junior,Midfielder,6'0,,Central Dauphin,Harrisburg,(PA) - Pennsylvania,False,,6'0-6'6
Oskar Steinicke,Saint Joseph's University,Freshman,Forward,6'1,,College 360,Silkeborg,Denmark,True,,6'0-6'6
Matteo Mazzotta,Saint Joseph's University,Junior,Midfielder,5'8,,Vittorio Emanuele II,Rome,Italy,True,,5'8-5'11
Dylan Petke,Saint Joseph's University,Sophomore,Midfielder,5'10,,Middletown South,Middletown,(NJ) - New Jersey,False,,5'8-5'11
Glen Lala,Saint Joseph's University,Graduate Student,Midfielder,6'0,,Istituto Tecnico Jervolino,Albenga,Italy,True,,6'0-6'6
Tommaso Rossetto,Saint Joseph's University,Graduate Student,Forward,6'1,,Liceo Linguistico Altiero Spinelli,Turin,Italy,True,,6'0-6'6
Cassidy Tanddo,Saint Joseph's University,Sophomore,Defender,5'11,,Erindale College,Canberra,Australia,True,,5'8-5'11
Herman Tveit-Reffsgaard,Saint Joseph's University,Sophomore,Midfielder,6'1,,Wang Toppidrett vgs,Hvaler,Norway,True,,6'0-6'6
Vegard Bratrok,Saint Joseph's University,Junior,Midfielder,5'10,,NTG Kongsvinger,Lillehammer,Norway,True,,5'8-5'11
Sean Boyle,Saint Joseph's University,Sophomore,Defender,6'4,,Haverford,Havertown,(PA) - Pennsylvania,False,,6'0-6'6
Nate Bunting,Saint Joseph's University,Sophomore,Defender,6'3,,Moorestown,Moorestown,(NJ) - New Jersey,False,,6'0-6'6
Kobe Perlaza,Saint Joseph's University,Senior,Defender,6'1,,Mayde Creek,Houston,(TX) - Texas,False,,6'0-6'6
Max Dunphy,Saint Joseph's University,Junior,Goalkeeper,6'3,,Marlboro,Morganville,(NJ) - New Jersey,False,,6'0-6'6
Diego Avelar,Saint Joseph's University,Junior,Defender,6'1,,Tuscarora,Aldie,,False,,6'0-6'6
Cooper Jennings,Saint Joseph's University,Redshirt Junior,Goalkeeper,6'1,,Christian Academy of Myrtle Beach,Murrells Inlet,(SC) - South Carolina,False,,6'0-6'6
Xander LaBelle,Saint Joseph's University,Sophomore,Goalkeeper,5'11,,IMG Academy,Sarasota,(FL) - Florida,False,,5'8-5'11
Sebastian Perez-Gasiba,Saint Joseph's University,Sophomore,Midfielder,5'8,,The Haverford School,Media,(PA) - Pennsylvania,False,,5'8-5'11
Connor Dillman,Saint Louis University,Sophomore,Goalkeeper,6'2,175,Sacred Heart Griffin,Springfield,(IL) - Illinois,False,170-199,6'0-6'6
Mason Hart,Saint Louis University,Redshirt Junior,Goalkeeper,6'3,175,Park Hill South,Salt Lake City,(UT) - Utah,False,170-199,6'0-6'6
Carlos Leatherman,Saint Louis University,Junior,Midfielder,5'5,140,Central,Saint Paul,(MN) - Minnesota,False,130-149,5'7-5'3
Gershon Henry,Saint Louis University,Sophomore,Defender,5'10,150,,Portage,(MI) - Michigan,False,150-169,5'8-5'11
JC Cortez,Saint Louis University,Junior,Defender,6'0,175,Ridgewood,Ridgewood,(NJ) - New Jersey,False,170-199,6'0-6'6
Xavi O'Neil,Saint Louis University,Junior,Midfielder,5'11,170,Stonebridge,Herndon,,False,170-199,5'8-5'11
Jackson Delkus,Saint Louis University,Sophomore,Forward,6'0,180,Chaminade & Laurel Springs School,St. Louis,(MO) - Missouri,False,170-199,6'0-6'6
Grady Easton,Saint Louis University,Graduate Student,Defender,6'3,190,Laurel Springs School,The Woodlands,(TX) - Texas,False,170-199,6'0-6'6
Draven Barnett,Saint Louis University,Senior,Midfielder,5'9,150,Lee's Summit,Springfield,(MO) - Missouri,False,150-169,5'8-5'11
Andrew Heckenlaible,Saint Louis University,Sophomore,Forward,6'1,165,Ankeny Centennial,Ankeny,(IA) - Iowa,False,150-169,6'0-6'6
Zach Stanton,Saint Louis University,Sophomore,Defender,6'2,190,Seckman,Imperial,(MO) - Missouri,False,170-199,6'0-6'6
Drake Fournier,Saint Louis University,Sophomore,Midfielder,5'10,155,UT High School,Leander,(TX) - Texas,False,150-169,5'8-5'11
Fabian Hilpert,Saint Louis University,Sophomore,Forward,5'9,160,Segbroek,The Hague,Netherlands,True,150-169,5'8-5'11
Tanner Anderson,Saint Louis University,Junior,Midfielder,6'1,170,Quincy,Quincy,(IL) - Illinois,False,170-199,6'0-6'6
Braydon Sellers,Saint Louis University,Sophomore,Midfielder,5'11,170,Whitfield,St. Charles,(MO) - Missouri,False,170-199,5'8-5'11
Cole Ross,Saint Louis University,Redshirt Junior,Defender,5'10,180,Chaminade,St. Louis,(MO) - Missouri,False,170-199,5'8-5'11
Axel Torres,Saint Louis University,Junior,Forward,5'9,150,Cypress Park,Katy,(TX) - Texas,False,150-169,5'8-5'11
Xavier Holloway,Saint Louis University,Sophomore,Midfielder,5'9,160,Crossroads Flex,Apex,(NC) - North Carolina,False,150-169,5'8-5'11
Marcus Steinhaeuser,Saint Louis University,Freshman,Goalkeeper,,,,,,False,,
Jaxson Lee,Saint Louis University,Sophomore,Defender,6'4,180,Westmoore,Oklahoma City,,False,170-199,6'0-6'6
Fynn Allmon,Saint Mary's College of California,Redshirt Junior,Defender,6'2,,Lincoln HS,Seattle,(WA) - Washington,False,,6'0-6'6
Gaige Gibbs,Saint Mary's College of California,Senior,Defender / Midfielder,5'10,,Sandra Day O'Connor High,Glendale,(AZ) - Arizona,False,,5'8-5'11
Bastian Toelhoej,Saint Mary's College of California,Senior,Midfielder,6'3,,,Copenhagen,Denmark,True,,6'0-6'6
Surafel Abebe,Saint Mary's College of California,Junior,Midfielder,6'2,,Seattle Academy,Seattle,(WA) - Washington,False,,6'0-6'6
Cesar Batres,Saint Mary's College of California,Sophomore,Midfielder,5'9,,McKinney Boyd HS,McKinney,(TX) - Texas,False,,5'8-5'11
Ian Smith,Saint Mary's College of California,Junior,Defender,5'11,,Kaiserslautern HS,Kaiserslautern,Germany,True,,5'8-5'11
Amos Kleh,Saint Mary's College of California,Sophomore,Forward,5'6,,Ideal College,Ho,Ghana,True,,5'7-5'3
Maxwell Farnum,Saint Mary's College of California,Senior,Forward,5'11,,Pioneer HS,San Jose,(CA) - California,False,,5'8-5'11
Mason Lisi,Saint Mary's College of California,Sophomore,Midfielder / Forward,6'0,,Las Lomas HS,Walnut Creek,(CA) - California,False,,6'0-6'6
Tyler Covil,Saint Mary's College of California,Sophomore,Defender,6'0,,Green Hope HS,Cary,(NC) - North Carolina,False,,6'0-6'6
Alex Polyukh,Saint Mary's College of California,Sophomore,Defender / Forward,6'5,,Hazen HS,Renton,(WA) - Washington,False,,6'0-6'6
Sam Bentley,Saint Mary's College of California,Sophomore,Goalkeeper,6'2,,Sir John Lawes School,Hertfordshire,,False,,6'0-6'6
Koren Klein,Saint Mary's College of California,Sophomore,Midfielder / Forward,6'0,,Heritage Private School,Limassol,Cyprus,True,,6'0-6'6
Emmanuel Duran,Saint Mary's College of California,Junior,Midfielder / Forward,5'8,,Vintage HS,Napa,(CA) - California,False,,5'8-5'11
TJ Dilley,Saint Mary's College of California,Sophomore,Defender,6'2,,JSerra Catholic HS,Dana Point,(CA) - California,False,,6'0-6'6
Sebastian Barrios,Saint Mary's College of California,Sophomore,Defender,5'10,,Sunnyside HS,Tucson,(AZ) - Arizona,False,,5'8-5'11
"Quentin ""Squishy"" Rios",Saint Mary's College of California,Redshirt Senior,12th man,4'4,,Team Impact,Oakley,(CA) - California,False,,below 5'3
Pedro Alves,Saint Peter's University,Graduate Student,Goalkeeper,6'1,180,Colegio Amorim,Sao Paulo,Brazil,True,170-199,6'0-6'6
Harvey Skurek,Saint Peter's University,Sophomore,Defender,5'9,150,St. Edwards,Cheltenham,,False,150-169,5'8-5'11
Daniel Larsson,Saint Peter's University,Senior,Defender,6'2,190,Donski Videregaende Skole,Oslo,Norway,True,170-199,6'0-6'6
Daniel  Blackmore,Saint Peter's University,Senior,Defender,6'1,184,Willingdon,Eastbourne,,False,170-199,6'0-6'6
Harry Davison,Saint Peter's University,Freshman,Defender,6'1,180,Plume Academy,Maldon,,False,170-199,6'0-6'6
