name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state,isInternational,weight_group,height_group
Luke Fiscus,Duquesne University,Sophomore,Defender,5'8,145,Hampton,Pittsburgh,(PA) - Pennsylvania,False,130-149,5'8-5'11
Adrian Rosario,Duquesne University,Freshman,Defender,5'10,165,Mater Virtual Academy,Weston,(FL) - Florida,False,150-169,5'8-5'11
Dan Banks,Duquesne University,Sophomore,Midfielder,6'1,165,South Kingstown (Worcester Academy),Providence,(RI) - Rhode Island,False,150-169,6'0-6'6
Cody Da,Duquesne University,Junior,Forward,6'1,163,Richard Montgomery (Macalester),Rockville,(MD) - Maryland,False,150-169,6'0-6'6
Sam McGee,East Tennessee State University,Sophomore,Goalkeeper,6'1,183,,Johnson City,(TN) - Tennessee,False,170-199,6'0-6'6
Marc Kouadio,East Tennessee State University,Senior,Goalkeeper,6'2,180,,Montreal,Canada,True,170-199,6'0-6'6
Dave Neijenhuis,East Tennessee State University,Graduate Student,Defender,,,,Millingen aan de Rijn,Netherlands,True,,
Hubert Deragon,East Tennessee State University,Junior,Defender,6'0,170,,Quebec City,Canada,True,170-199,6'0-6'6
Ryan Suckling,East Tennessee State University,Graduate Student,Defender,6'1,195,,Surrey,,False,170-199,6'0-6'6
Ulysses Hendriks,East Tennessee State University,Freshman,Midfielder,6'2,165,,Antwerp,Belgium,True,150-169,6'0-6'6
Gabriel Betancourt,East Tennessee State University,Junior,Midfielder,5'10,152,,Charlotte,(NC) - North Carolina,False,150-169,5'8-5'11
Gabriel Ramos,East Tennessee State University,Graduate Student,Forward,5'6,150,,Sao Paulo,Brazil,True,150-169,5'7-5'3
Louie Salkeld,East Tennessee State University,Sophomore,Midfielder,6'1,161,,Newcastle,,False,150-169,6'0-6'6
Ingvar Kolbjornsen,East Tennessee State University,Freshman,Midfielder,5'7,150,,Sotra,Norway,True,150-169,5'7-5'3
Abdi Bahur,East Tennessee State University,Freshman,Forward,6'1,145,,Ontario,Canada,True,130-149,6'0-6'6
Lucas Nordin,East Tennessee State University,Sophomore,Forward,6'0,170,,Knoxville,(TN) - Tennessee,False,170-199,6'0-6'6
Oliver Einarsson,East Tennessee State University,Freshman,Midfielder,5'10,165,,Keflavik,Iceland,True,150-169,5'8-5'11
Jason Gun,East Tennessee State University,Junior,Defender,6'1,170,,Asheville,(NC) - North Carolina,False,170-199,6'0-6'6
Noah Franks,East Tennessee State University,Sophomore,Forward,,,,Charlotte,(NC) - North Carolina,False,,
Henrique Cruz,East Tennessee State University,Junior,Defender,6'3,175,,Sao Paulo,Brazil,True,170-199,6'0-6'6
Elijah Lynch,East Tennessee State University,Freshman,Midfielder,5'10,160,,Knoxville,(TN) - Tennessee,False,150-169,5'8-5'11
Jimmy Choi,East Tennessee State University,Freshman,Forward,6'0,165,,Yangsan-si,,False,150-169,6'0-6'6
Anton Ottesen,East Tennessee State University,Freshman,Goalkeeper,6'4,194,,Akranes,Iceland,True,170-199,6'0-6'6
Zayd Idlibi,East Tennessee State University,Redshirt Sophomore,Forward,5'10,160,,Charlotte,(NC) - North Carolina,False,150-169,5'8-5'11
Rodrigue Moussa,East Tennessee State University,Freshman,Midfielder,5'5,130,,Roanoke,,False,130-149,5'7-5'3
Matias Delellis,East Tennessee State University,Freshman,Midfielder,6'0,160,,Ashburn,,False,150-169,6'0-6'6
Morgan Marvik,East Tennessee State University,Freshman,Defender,6'0,154,,Stavanger,Norway,True,150-169,6'0-6'6
Agust Arnason,East Tennessee State University,Freshman,Defender,6'2,190,,Akureyri,Iceland,True,170-199,6'0-6'6
Nico Kross,East Tennessee State University,Sophomore,Defender,6'2,188,,Heidenheim,Germany,True,170-199,6'0-6'6
Shewit Worton,East Tennessee State University,Sophomore,Midfielder,5'9,150,,Franklin,(TN) - Tennessee,False,150-169,5'8-5'11
Max Kaplan,East Tennessee State University,Junior,Goalkeeper,6'1,175,,Knoxville,(TN) - Tennessee,False,170-199,6'0-6'6
Will Bowers,East Tennessee State University,Sophomore,Goalkeeper,5'9,185,,Concord,(NC) - North Carolina,False,170-199,5'8-5'11
Lucas Ortiz,Eastern Illinois University,Redshirt Sophomore,Goalkeeper,6'0,170,Romeoville,Romeoville,(IL) - Illinois,False,170-199,6'0-6'6
David Brown,Eastern Illinois University,Sophomore,Defender,6'2,180,South Warren High School,Woodburn,(KY) - Kentucky,False,170-199,6'0-6'6
Nate Hagemann,Eastern Illinois University,Sophomore,Defender,6'1,175,Batavia,Batavia,(IL) - Illinois,False,170-199,6'0-6'6
Casey Welage,Eastern Illinois University,Senior,Midfielder,5'11,165,Archbishop Moeller,Liberty Township,(OH) - Ohio,False,150-169,5'8-5'11
Adam Boykin,Eastern Illinois University,Sophomore,Forward,5'11,165,Edwardsville,Edwardsville,(IL) - Illinois,False,150-169,5'8-5'11
Jackson Cote,Eastern Illinois University,Sophomore,Forward,5'10,155,Traverse City West,Traverse City,(MI) - Michigan,False,150-169,5'8-5'11
Patrick Osilaja,Eastern Illinois University,Redshirt Sophomore,Defender,6'0,175,Evanston Township,Evanston,(IL) - Illinois,False,170-199,6'0-6'6
Nolan Getzinger,Eastern Illinois University,Sophomore,Forward,6'2,165,Crystal Lake South,Crystal Lake,(IL) - Illinois,False,150-169,6'0-6'6
Nate Kennedy,Elon University,Redshirt Sophomore,Goalkeeper,6'0,185,IMG Academy,Timonium,(MD) - Maryland,False,170-199,6'0-6'6
Jackson Leavitt,Elon University,Graduate Student,Goalkeeper,6'0,170,Allen,Allen,(TX) - Texas,False,170-199,6'0-6'6
August Guinle,Elon University,Graduate Student,Defender,5'11,162,Lincoln Charter,Denver,(NC) - North Carolina,False,150-169,5'8-5'11
Jack Donlan,Elon University,Senior,Defender,6'5,,Oldham Sixth Form,Manchester,,False,,6'0-6'6
Carlos Levy,Elon University,Redshirt Junior,Defender,6'3,188,NSU University School,Mexico City,Mexico,True,170-199,6'0-6'6
Majaliwa Msabaha,Elon University,Senior,Midfielder,5'6,158,,Randers,Denmark,True,150-169,5'7-5'3
Jordin Wilson,Elon University,Junior,Forward,5'11,165,,Nassau,,False,150-169,5'8-5'11
Connor Mucchetti,Elon University,Senior,Midfielder,6'0,170,Walter Johnson,Bethesda,(MD) - Maryland,False,170-199,6'0-6'6
Colin Veltri,Elon University,Senior,Midfielder / Forward,5'11,160,Oakcrest,Mays Landing,(NJ) - New Jersey,False,150-169,5'8-5'11
Oscar Tonidandel,Elon University,Redshirt Freshman,Midfielder,5'9,,North Carolina,Clemmons,(NC) - North Carolina,False,,5'8-5'11
Ryan Buckon,Elon University,Sophomore,Midfielder / Forward,5'11,,First Colonial,Virginia Beach,,False,,5'8-5'11
Charlie  Kitch,Elon University,Junior,Defender,6'5,,Shawnee,Medford,(NJ) - New Jersey,False,,6'0-6'6
Diego  Thompson,Elon University,Freshman,Midfielder,6'0,,IMG Academy,Rome,Italy,True,,6'0-6'6
Nicholas Mackinnon,Elon University,Sophomore,Defender,6'4,185,St. Thomas More Collegiate,Vancouver,Canada,True,170-199,6'0-6'6
Will Dunn,Elon University,Redshirt Freshman,Forward,6'3,,Mechanicsville,Mechanicsville,,False,,6'0-6'6
Noah Sonne Kargo,Elon University,Junior,Midfielder,5'11,,College360,Silkeborg,Denmark,True,,5'8-5'11
Martin Kozak,Elon University,Junior,Midfielder,5'11,,St. John's (NY),Santiago,Chile,True,,5'8-5'11
JP Quigley,Elon University,Redshirt Sophomore,Midfielder,6'0,169,Webb School of Knoxville,Knoxville,(TN) - Tennessee,False,150-169,6'0-6'6
Korey Philpot,Elon University,Sophomore,Defender,5'10,,Mount Vernon Presbyterian,Atlanta,(GA) - Georgia,False,,5'8-5'11
Jahmir Flowers,Elon University,Junior,Midfielder,5'10,170,Grimsley,Greensboro,(NC) - North Carolina,False,170-199,5'8-5'11
Will Evans,Elon University,Redshirt Freshman,Midfielder,6'0,,Darlington School,Nassau,,False,,6'0-6'6
Sumner Nenninger,Elon University,Redshirt Junior,Midfielder,5'11,160,South Burlington HS,South Burlington,(VT) - Vermont,False,150-169,5'8-5'11
Tristian D'Adamo,Elon University,Freshman,Goalkeeper,6'2,,IMG Academy,Tryon,(NC) - North Carolina,False,,6'0-6'6
Grady Pierce,Elon University,Redshirt Freshman,Midfielder,5'10,,Clover,Clover,(SC) - South Carolina,False,,5'8-5'11
Lorenzo  Marin,Elon University,Freshman,Forward,5'9,,Charlotte FC,Cary,(NC) - North Carolina,False,,5'8-5'11
Ryan Manna,Elon University,Graduate Student,Midfielder,5'10,175,John S. Burke Catholic HS,Goshen,(NY) - New York,False,170-199,5'8-5'11
Kyle Briere,Fairfield University,Graduate Student,Goalkeeper,5'11,,North Attleboro,North Attleboro,(MA) - Massachusetts,False,,5'8-5'11
Viktor Nikolov,Fairfield University,Junior,Goalkeeper,6'3,,Universidad Alfonso X El Sabio,Plovdiv,,False,,6'0-6'6
Mark Anastasio,Fairfield University,Junior,Defender,6'0,,,Fairfield,(CT) - Connecticut,False,,6'0-6'6
Juan Pablo Leano,Fairfield University,Senior,Defender,6'3,,,Guadalajara,Mexico,True,,6'0-6'6
Cody Read,Fairfield University,Junior,Defender,6'1,,,Leicester,,False,,6'0-6'6
Jordan Blunschi,Fairfield University,Junior,Defender,6'3,,Weston,Weston,(CT) - Connecticut,False,,6'0-6'6
Daunte Tulloch,Fairfield University,Freshman,Defender,6'0,,St. Mary's Catholic Secondary,Ontario,Canada,True,,6'0-6'6
Rasmus Sorensen Rejnhold,Fairfield University,Senior,Forward,6'1,170,,Esbjerg,Denmark,True,170-199,6'0-6'6
Joseph Stocchetti,Fairfield University,Graduate Student,Midfielder,5'8,160,Saint Joan of Arc,Maple,Ontario,True,150-169,5'8-5'11
Alex  Marin,Fairfield University,Graduate Student,Forward,6'3,,Cardinal Carter Catholic,Toronto,Ontario,True,,6'0-6'6
William Pierce,Fairfield University,Junior,Midfielder,5'9,,AF Pacific,Christchurch,New Zealand,True,,5'8-5'11
Asher Rosen,Fairfield University,Sophomore,Forward,5'8,,Palm Harbor University HS,Crystal Beach,(FL) - Florida,False,,5'8-5'11
Joseph Arena,Fairfield University,Graduate Student,Midfielder,5'11,,Holmdel,Holmdel,(NJ) - New Jersey,False,,5'8-5'11
Kris Naicker,Fairfield University,Senior,Defender,5'11,,Scotts College,Auckland,New Zealand,True,,5'8-5'11
Owen Drummond,Fairfield University,Freshman,Midfielder,6'0,,SAI Academy,Longwood,(FL) - Florida,False,,6'0-6'6
Dylan Medeiros,Fairfield University,Junior,Forward,5'7,,Sheehan,Wallingford,(CT) - Connecticut,False,,5'7-5'3
Kaea Rangihaeata,Fairfield University,Junior,Forward,6'0,,,Auckland,New Zealand,True,,6'0-6'6
Thomas Drillien,Fairfield University,Graduate Student,Forward,6'2,,Auckland Grammar,Auckland,New Zealand,True,,6'0-6'6
Devin Zachry,Fairfield University,Freshman,Forward,6'1,,Capistrano Valley,Mission Viejo,(CA) - California,False,,6'0-6'6
Brett Sieg,Fairfield University,Junior,Midfielder,5'11,,Christian Brothers Academy,Little Silver,(NJ) - New Jersey,False,,5'8-5'11
Alex Oliveira,Fairfield University,Graduate Student,Midfielder,5'10,155,St. Benedict's Prep,Union,(NJ) - New Jersey,False,150-169,5'8-5'11
Jacob Vitale,Fairfield University,Graduate Student,Defender,5'9,,Brighton,Rochester,(NY) - New York,False,,5'8-5'11
Lenni Mierow,Fairfield University,Graduate Student,Defender,5'11,,Julius Leber School,Hamburg,Germany,True,,5'8-5'11
Stephen  Perno,Fairfield University,Senior,Defender,5'10,185,Kellenberg Memorial,New Hyde Park,(NY) - New York,False,170-199,5'8-5'11
Tyler  Reavis,Fairfield University,Junior,Defender,5'8,,California HS,San Ramon,(CA) - California,False,,5'8-5'11
Sam Danner,Fairfield University,Junior,Midfielder,5'9,,Charter Community,Aurora,(CO) - Colorado,False,,5'8-5'11
Shayan Rad,Fairfield University,Sophomore,Goalkeeper,5'11,,Don Bosco,Edgewater,(NJ) - New Jersey,False,,5'8-5'11
Victor Labite,Fairleigh Dickinson University,Junior,,,,Lycée Saint Francois Xavier,Caen,France,True,,
Gabriel Le Guen,Fairleigh Dickinson University,Junior,Defender,6'1,176,Lycée La Croix Rouge,Ploemeur,France,True,170-199,6'0-6'6
Nk Tima,Fairleigh Dickinson University,Graduate Student,Defender,5'10,170,Appoquinimink,Middletown,(DE) - Delaware,False,170-199,5'8-5'11
Damian Naumoski,Fairleigh Dickinson University,Graduate Student,Midfielder,6'0,170,Boonton,Lincoln Park,(NJ) - New Jersey,False,170-199,6'0-6'6
Matt Giraldo,Fairleigh Dickinson University,Senior,Forward,5'6,145,Elizabeth,Elizabeth,(NJ) - New Jersey,False,130-149,5'7-5'3
Dominic Valenzuela,Fairleigh Dickinson University,Sophomore,Midfielder,5'9,165,Wayne Valley,Wayne,(NJ) - New Jersey,False,150-169,5'8-5'11
Eric  Dlabal,Fairleigh Dickinson University,Graduate Student,Defender / Midfielder,5'10,150,Paramus,Paramus,(NJ) - New Jersey,False,150-169,5'8-5'11
Jaime Barbero,Fairleigh Dickinson University,Senior,Forward,5'9,155,IES Fuente San Luis,Valencia,Spain,True,150-169,5'8-5'11
Jeffrey Marquez,Fairleigh Dickinson University,Senior,Defender,5'10,150,North Bergen,North Bergen,(NJ) - New Jersey,False,150-169,5'8-5'11
Alex Ferenac,Fairleigh Dickinson University,Junior,Forward,5'11,165,Edgewater,Orlando,(FL) - Florida,False,150-169,5'8-5'11
Harrison Hew,Fairleigh Dickinson University,Senior,Defender,6'4,175,Cayman,Bodden Town,Cayman Islands,True,170-199,6'0-6'6
Alex Pichardo,Fairleigh Dickinson University,Sophomore,Defender / Midfielder,5'8,135,Monroe Woodbury,Highland Mills,(NY) - New York,False,130-149,5'8-5'11
Julian Ramirez,Fairleigh Dickinson University,Sophomore,Forward,5'9,160,Allentown,Hamilton,(NJ) - New Jersey,False,150-169,5'8-5'11
Luke Ayaz,Fairleigh Dickinson University,Sophomore,Midfielder,6'1,175,Westwood Regional,Washington,(NJ) - New Jersey,False,170-199,6'0-6'6
Justin Scavalla,Fairleigh Dickinson University,Sophomore,Goalkeeper,6'2,175,West Orange,West Orange,(NJ) - New Jersey,False,170-199,6'0-6'6
Francisco Ranieri,Florida Atlantic University,,Unknown,,,Inter Miami 2,Buenos Aires,Argentina,True,,
Malique Spooner,Florida Atlantic University,,Unknown,,,Loughborough College,London,,False,,
Caleb Chapman,Florida Atlantic University,,Unknown,,,Boca Raton Community HS,Boca Raton,(FL) - Florida,False,,
Callum Frogson,Florida Atlantic University,,Unknown,,,Fort Hays State,Nottingham,,False,,
Samir Spaulding,Florida Atlantic University,,Unknown,,,Richard Bland College,Fort Myers,(FL) - Florida,False,,
Nick Kinina,Florida Atlantic University,,Unknown,,,Arizona Western,Birmingham,,False,,
Oliver Moller-Jensen,Florida Atlantic University,,Unknown,,,Brondby Gymnasium,Vallensbaek,Denmark,True,,
Mark Andros,Florida Atlantic University,,Unknown,,,Utah Valley,Monclova,Mexico,True,,
Andreas Raisanen,Florida Atlantic University,,Unknown,,,Tibble Gymnasium,Stockholm,Sweden,True,,
Thiago Pires,Florida Atlantic University,,Unknown,,,Eastern Florida State,Boston,(MA) - Massachusetts,False,,
Noah Kvifte,Florida Atlantic University,,Unknown,,,Asker videregaaende,Berkeley,(CA) - California,False,,
Jeremy Montero,Florida Atlantic University,,Unknown,,,USC - Upstate,Benicarlo,Spain,True,,
Nacho Alfaro,Florida Atlantic University,,Unknown,,,Iona University,Heredia,Costa Rica,True,,
Arthur Widiez,Florida Atlantic University,,Unknown,,,Lycée Albert 1er,Monaco,,False,,
Matthew Gordon,Florida Atlantic University,,Unknown,,,UCF,Pembroke Pines,(FL) - Florida,False,,
Ajay Stewart,Florida Atlantic University,,Unknown,,,Kansas City CC,Montego Bay,Jamaica,True,,
Matthew Alfred,Florida Atlantic University,,Unknown,,,Iowa Western,Orlando,(FL) - Florida,False,,
Aboubacar Traore,Florida Atlantic University,,Unknown,,,Charlotte,Abidjan,Ivory Coast,True,,
Kasper Heerfordt,Florida Atlantic University,,Unknown,,,Holbaek,Kalundborg,Denmark,True,,
Enzo Rabot,Florida Atlantic University,,Unknown,,,Lewis and Clark CC,Montpellier,France,True,,
Zach Hassell,Florida Atlantic University,,Unknown,,,Flagler Palm Coast,Flagler Beach,(FL) - Florida,False,,
Joep Wouters,Florida Atlantic University,,Unknown,,,Hermann Wesselal College,Amsterdam,Netherlands,True,,
Sebastian Zettl,Florida Atlantic University,,Unknown,,,BG Oeversee,Graz,Austria,True,,
Noel Williamson,Florida Atlantic University,,Unknown,,,Garden City CC,Brampton,Ontario,True,,
Tyrese Small,Florida Atlantic University,,Unknown,,,Wilmington University,Kingston,Jamaica,True,,
Zac Clary,Florida Atlantic University,,Unknown,,,LSU - Eunice,Pensacola,(FL) - Florida,False,,
Jozo Cancar,Florida Atlantic University,,Unknown,,,Feusi Sportschule Bern,Visp,Switzerland,True,,
Kerfalla Toure,Florida Atlantic University,,Unknown,,,Elmira College,Dorval,Quebec,True,,
Ethan Schumaker,Florida Atlantic University,,Unknown,,,USF,Parkland,(FL) - Florida,False,,
Mamadou Diarra,Florida Atlantic University,,Unknown,,,Southwestern College,Bamako,Mali,True,,
Nicolas Leite,Florida Gulf Coast University,Graduate Student,Goalkeeper,,,,,,False,,
Mario Bastante,Florida Gulf Coast University,Graduate Student,Midfielder,,,,,,False,,
Victor Lopes,Florida Gulf Coast University,Senior,Defender,6'2,,Colegio Educare,Atibaia-SP,Brazil,True,,6'0-6'6
Dylan Zavatini,Florida Gulf Coast University,Graduate Student,Defender,,,,,,False,,
Pedro Arcoverde,Florida Gulf Coast University,Graduate Student,Defender,,,,,,False,,
Linus Dahl,Florida Gulf Coast University,Graduate Student,Midfielder,,,Taunusgymnasium Königstein,Königstein im Taunus,Germany,True,,
Cao Chaves,Florida Gulf Coast University,Graduate Student,Forward,,,Saint Benedict’s Prep High School,Ribeirao Preto,Brazil,True,,
Jose Bustamante,Florida Gulf Coast University,Senior,Forward,,,,,,False,,
Edson Murguia,Florida Gulf Coast University,Graduate Student,Forward,,,Connections Academy,Kansas City,(MO) - Missouri,False,,
Leo Schorr,Florida Gulf Coast University,Junior,Midfielder,5'8,,Alfa Toledo,Toledo,Brazil,True,,5'8-5'11
Ignatius Demark,Florida Gulf Coast University,Graduate Student,Defender,,,,,,False,,
Lucas Sperner,Florida Gulf Coast University,Sophomore,Midfielder,5'9,,CJD-Christopherusschule Rostock,Rostock,Germany,True,,5'8-5'11
Andres Cardenas,Florida Gulf Coast University,Graduate Student,Forward,,,,,,False,,
Shachar Nissim,Florida Gulf Coast University,Senior,Midfielder,5'7,,,Kiryat Ata,Israel,True,,5'7-5'3
Brian Lopez,Florida Gulf Coast University,Junior,Midfielder,,,Mater Lakes Academy,Miami,(FL) - Florida,False,,
Jose Escobar,Florida Gulf Coast University,Sophomore,Defender,5'11,,Doral Academy Prep,Doral,(FL) - Florida,False,,5'8-5'11
Salvador Martinez,Florida Gulf Coast University,Graduate Student,Midfielder,,,,Tampico,Mexico,True,,
Ryan Heron,Florida Gulf Coast University,Sophomore,Defender,6'0,,East River High School,Orlando,(FL) - Florida,False,,6'0-6'6
Arber Shala,Florida Gulf Coast University,Senior,Defender,5'11,,Countryside High School,Safety Harbor,(FL) - Florida,False,,5'8-5'11
Barrett Saunders,Florida Gulf Coast University,Junior,Defender,6'3,,Bartow High School,Bartow,(FL) - Florida,False,,6'0-6'6
Job Choute,Florida Gulf Coast University,Junior,Forward,5'10,,Immokalee High School,Immokalee,(FL) - Florida,False,,5'8-5'11
Brooks Beeman,Florida Gulf Coast University,Sophomore,Midfielder,5'11,,New Smyrna Beach High School,New Smyrna Beach,(FL) - Florida,False,,5'8-5'11
Eduard Garcia,Florida Gulf Coast University,Senior,Goalkeeper,6'2,,Escola Ginebró de Llinars del Vallès,Fogars de Montclús,Spain,True,,6'0-6'6
Oliver Weng,Florida Gulf Coast University,Sophomore,Goalkeeper,6'1,,University of Missouri Online High School,Washington,(DC) - District of Columbia,False,,6'0-6'6
Stanley Bazelais,Florida Gulf Coast University,Senior,Midfielder,5'9,,Immokalee High School,Immokalee,(FL) - Florida,False,,5'8-5'11
Beltran Fernandez,Florida International University,Senior,Goalkeeper,6'4,190,,Zaragoza,Spain,True,170-199,6'0-6'6
Owen Travis,Florida International University,Graduate Student,Defender,6'3,197,Locust Grove,Locust Grove,(GA) - Georgia,False,170-199,6'0-6'6
Mathys Lefebvre,Florida International University,Graduate Student,Midfielder,6'0,165,Amos Sport Business School,Paris,France,True,150-169,6'0-6'6
David Boccuzzo,Florida International University,Senior,Midfielder,5'10,155,Hampden DuBose Academy,Orlando,(FL) - Florida,False,150-169,5'8-5'11
Eduardo Mustre,Florida International University,Senior,Forward,5'10,175,,Córdoba,Mexico,True,170-199,5'8-5'11
Enrique Mutsoli,Florida International University,Senior,Forward,6'2,185,Lyndhurst,Lyndhurst,(NJ) - New Jersey,False,170-199,6'0-6'6
Nicolas Villalobos,Florida International University,Senior,Midfielder,5'9,144,Alonzo and Tracy Mourning HS,Aventura,(FL) - Florida,False,130-149,5'8-5'11
João Domíngues,Florida International University,Senior,Midfielder,5'7,130,,Coimbra,Portugal,True,130-149,5'7-5'3
Diego Sanchez,Florida International University,Sophomore,Defender,5'9,152,IMG Academy,Weston,(FL) - Florida,False,150-169,5'8-5'11
Nigel Van Haveren,Florida International University,Senior,Goalkeeper,6'6,220,,Nijmegen,Netherlands,True,Above 200,6'6+
Ryan Foley,Fordham University,Graduate Student,Goalkeeper,6'4,185,Valley Stream North (St. John's),Malverne,(NY) - New York,False,170-199,6'0-6'6
